"","...1","Invoice","StockCode","Description","Quantity","InvoiceDate","Price","Customer.ID","Country","Revenue","dayDifference","month","week","year","day","weekday"
"9456",9456,567818,"21901","KEY FOB , BACK DOOR",12,2011-09-22,0.65,"14395","United Kingdom",7.8,5153,"Sep",38,2011,22,"Thursday"
"9457",9457,493834,"84031A","CHARLIE+LOLA RED HOT WATER BOTTLE",3,2010-01-07,4.65,"14527","United Kingdom",13.95,5776,"Jan",1,2010,7,"Thursday"
"9458",9458,539222,"20728","LUNCH BAG CARS BLUE",10,2010-12-16,1.65,"14621","United Kingdom",16.5,5433,"Dec",50,2010,16,"Thursday"
"9459",9459,510042,"22426","ENAMEL WASH BOWL CREAM",4,2010-05-26,3.75,"13169","United Kingdom",15,5637,"May",21,2010,26,"Wednesday"
"9460",9460,550799,"21340","CLASSIC METAL BIRDCAGE PLANT HOLDER",1,2011-04-20,12.75,"17115","United Kingdom",12.75,5308,"Apr",16,2011,20,"Wednesday"
"9461",9461,519252,"84690","S/2 BEACH HUT STOOLS",1,2010-08-15,7.95,"17841","United Kingdom",7.95,5556,"Aug",33,2010,15,"Sunday"
"9462",9462,573808,"23203","JUMBO BAG VINTAGE DOILY",4,2011-11-01,2.08,"14419","United Kingdom",8.32,5113,"Nov",44,2011,1,"Tuesday"
"9463",9463,520319,"22469","HEART OF WICKER SMALL",12,2010-08-25,1.65,"16175","United Kingdom",19.8,5546,"Aug",34,2010,25,"Wednesday"
"9464",9464,493970,"20914","SET/5 RED SPOTTY LID GLASS BOWLS",32,2010-01-08,2.55,"15856","United Kingdom",81.6,5775,"Jan",2,2010,8,"Friday"
"9465",9465,581402,"22722","SET OF 6 SPICE TINS PANTRY DESIGN",1,2011-12-08,3.95,"14653","United Kingdom",3.95,5076,"Dec",49,2011,8,"Thursday"
"9466",9466,522098,"22384","LUNCH BAG PINK RETROSPOT",10,2010-09-12,1.65,"16320","Unspecified",16.5,5528,"Sep",37,2010,12,"Sunday"
"9467",9467,532557,"22366","DOORMAT AIRMAIL",4,2010-11-12,7.95,"13032","United Kingdom",31.8,5467,"Nov",46,2010,12,"Friday"
"9468",9468,505398,"48138","DOOR MAT UNION FLAG",2,2010-04-22,7.49,"13855","United Kingdom",14.98,5671,"Apr",16,2010,22,"Thursday"
"9469",9469,507397,"21527","RED RETROSPOT TRADITIONAL TEAPOT",2,2010-05-09,7.95,"13491","United Kingdom",15.9,5654,"May",19,2010,9,"Sunday"
"9470",9470,540267,"22079","RIBBON REEL HEARTS DESIGN",120,2011-01-06,1.45,"12415","Australia",174,5412,"Jan",1,2011,6,"Thursday"
"9471",9471,565439,"21901","KEY FOB , BACK DOOR",24,2011-09-04,0.65,"14852","United Kingdom",15.6,5171,"Sep",36,2011,4,"Sunday"
"9472",9472,580396,"23349","ROLL WRAP VINTAGE CHRISTMAS",3,2011-12-04,1.25,"13838","United Kingdom",3.75,5080,"Dec",49,2011,4,"Sunday"
"9473",9473,576614,"85034C","3 ROSE MORRIS BOXED CANDLES",2,2011-11-15,1.25,"12933","United Kingdom",2.5,5099,"Nov",46,2011,15,"Tuesday"
"9474",9474,554124,"21537","RED RETROSPOT PUDDING BOWL",4,2011-05-23,4.25,"13339","United Kingdom",17,5275,"May",21,2011,23,"Monday"
"9475",9475,567615,"21479","WHITE SKULL HOT WATER BOTTLE",1,2011-09-21,4.25,"13316","United Kingdom",4.25,5154,"Sep",38,2011,21,"Wednesday"
"9476",9476,568800,"22562","MONSTERS STENCIL CRAFT",12,2011-09-29,1.25,"14868","United Kingdom",15,5146,"Sep",39,2011,29,"Thursday"
"9477",9477,527129,"20725","LUNCH BAG RED RETROSPOT",10,2010-10-15,1.65,"16153","United Kingdom",16.5,5495,"Oct",42,2010,15,"Friday"
"9478",9478,495353,"72349B","SET/6 PURPLE BUTTERFLY T-LIGHTS",1,2010-01-24,2.1,"17780","United Kingdom",2.1,5759,"Jan",4,2010,24,"Sunday"
"9479",9479,574170,"22592","CARDHOLDER HOLLY WREATH METAL",4,2011-11-03,3.75,"16221","United Kingdom",15,5111,"Nov",44,2011,3,"Thursday"
"9480",9480,490680,"84279P","CHERRY BLOSSOM  DECORATIVE FLASK",4,2009-12-07,3.75,"17441","United Kingdom",15,5807,"Dec",49,2009,7,"Monday"
"9481",9481,573345,"22598","CHRISTMAS MUSICAL ZINC TREE",3,2011-10-30,0.29,"17609","United Kingdom",0.87,5115,"Oct",44,2011,30,"Sunday"
"9482",9482,556682,"22440","BALLOON WATER BOMB PACK OF 35",20,2011-06-14,0.42,"15358","United Kingdom",8.4,5253,"Jun",24,2011,14,"Tuesday"
"9483",9483,521649,"22081","RIBBON REEL FLORA + FAUNA",5,2010-09-07,1.65,"14968","United Kingdom",8.25,5533,"Sep",36,2010,7,"Tuesday"
"9484",9484,580482,"84949","SILVER HANGING T-LIGHT HOLDER",4,2011-12-04,1.65,"16033","United Kingdom",6.6,5080,"Dec",49,2011,4,"Sunday"
"9485",9485,575037,"22075","6 RIBBONS ELEGANT CHRISTMAS",24,2011-11-08,1.65,"16066","United Kingdom",39.6,5106,"Nov",45,2011,8,"Tuesday"
"9486",9486,574683,"84580","MOUSE TOY WITH PINK T-SHIRT",3,2011-11-06,3.75,"16372","United Kingdom",11.25,5108,"Nov",45,2011,6,"Sunday"
"9487",9487,572108,"23284","DOORMAT KEEP CALM AND COME IN",2,2011-10-20,8.25,"15814","United Kingdom",16.5,5125,"Oct",42,2011,20,"Thursday"
"9488",9488,530308,"84510A","SET OF 4 ENGLISH ROSE COASTERS",10,2010-11-02,1.25,"13453","United Kingdom",12.5,5477,"Nov",44,2010,2,"Tuesday"
"9489",9489,566290,"22610","PENS ASSORTED FUNNY FACE",36,2011-09-11,0.19,"14456","United Kingdom",6.84,5164,"Sep",37,2011,11,"Sunday"
"9490",9490,526712,"22706","WRAP COWBOYS",25,2010-10-12,0.42,"14154","United Kingdom",10.5,5498,"Oct",41,2010,12,"Tuesday"
"9491",9491,559894,"22890","NOVELTY BISCUITS CAKE STAND 3 TIER",1,2011-07-13,9.95,"14159","United Kingdom",9.95,5224,"Jul",28,2011,13,"Wednesday"
"9492",9492,524975,"22456","NATURAL SLATE CHALKBOARD LARGE",3,2010-10-01,4.95,"15142","United Kingdom",14.85,5509,"Oct",40,2010,1,"Friday"
"9493",9493,542001,"21112","SWISS ROLL TOWEL, PINK  SPOTS",24,2011-01-25,1.25,"14298","United Kingdom",30,5393,"Jan",4,2011,25,"Tuesday"
"9494",9494,561534,"23297","SET 40 HEART SHAPE PETIT FOUR CASES",12,2011-07-28,1.65,"14307","United Kingdom",19.8,5209,"Jul",30,2011,28,"Thursday"
"9495",9495,577157,"23476","WOODLAND LARGE RED FELT HEART",12,2011-11-18,1.25,"12451","Switzerland",15,5096,"Nov",46,2011,18,"Friday"
"9496",9496,519909,"84970S","HANGING HEART ZINC T-LIGHT HOLDER",12,2010-08-22,0.85,"16456","United Kingdom",10.2,5549,"Aug",34,2010,22,"Sunday"
"9497",9497,530139,"22337","ANGEL DECORATION PAINTED ZINC",24,2010-11-01,0.65,"14426","United Kingdom",15.6,5478,"Nov",44,2010,1,"Monday"
"9498",9498,564056,"90209B","GREEN ENAMEL+GLASS HAIR COMB",6,2011-08-22,2.1,"14387","United Kingdom",12.6,5184,"Aug",34,2011,22,"Monday"
"9499",9499,512386,"22037","ROBOT BIRTHDAY CARD",24,2010-06-15,0.42,"12472","Germany",10.08,5617,"Jun",24,2010,15,"Tuesday"
"9500",9500,537131,"22158","3 HEARTS HANGING DECORATION RUSTIC",1,2010-12-05,2.95,"15716","United Kingdom",2.95,5444,"Dec",49,2010,5,"Sunday"
"9501",9501,518433,"85131A","BEADED PEARL HEART WHITE ON STICK",24,2010-08-09,0.38,"13980","United Kingdom",9.12,5562,"Aug",32,2010,9,"Monday"
"9502",9502,523367,"22112","CHOCOLATE HOT WATER BOTTLE",24,2010-09-21,4.25,"18092","United Kingdom",102,5519,"Sep",38,2010,21,"Tuesday"
"9503",9503,518983,"22435","SET OF 9 HEART SHAPED BALLOONS",12,2010-08-12,1.25,"13214","United Kingdom",15,5559,"Aug",32,2010,12,"Thursday"
"9504",9504,513047,"35004C","SET OF 3 COLOURED  FLYING DUCKS",1,2010-06-21,5.45,"17841","United Kingdom",5.45,5611,"Jun",25,2010,21,"Monday"
"9505",9505,553578,"15056BL","EDWARDIAN PARASOL BLACK",4,2011-05-18,5.95,"13767","United Kingdom",23.8,5280,"May",20,2011,18,"Wednesday"
"9506",9506,560212,"84818","DANISH ROSE PHOTO FRAME",2,2011-07-15,0.79,"14722","United Kingdom",1.58,5222,"Jul",28,2011,15,"Friday"
"9507",9507,505396,"21527","RED RETROSPOT TRADITIONAL TEAPOT",12,2010-04-22,6.95,"16131","United Kingdom",83.4,5671,"Apr",16,2010,22,"Thursday"
"9508",9508,546534,"21430","SET/3 RED GINGHAM ROSE STORAGE BOX",4,2011-03-14,3.75,"16150","United Kingdom",15,5345,"Mar",11,2011,14,"Monday"
"9509",9509,551564,"22045","SPACEBOY GIFT WRAP",25,2011-05-03,0.42,"16609","United Kingdom",10.5,5295,"May",18,2011,3,"Tuesday"
"9510",9510,503341,"21547","CERAMIC BIRDHOUSE CRESTED TIT SMALL",6,2010-03-31,2.95,"17531","United Kingdom",17.7,5693,"Mar",13,2010,31,"Wednesday"
"9511",9511,523313,"22734","SET OF 6 RIBBONS VINTAGE CHRISTMAS",72,2010-09-21,2.55,"14936","Channel Islands",183.6,5519,"Sep",38,2010,21,"Tuesday"
"9512",9512,547987,"22411","JUMBO SHOPPER VINTAGE RED PAISLEY",10,2011-03-29,1.95,"17428","United Kingdom",19.5,5330,"Mar",13,2011,29,"Tuesday"
"9513",9513,520502,"85123A","WHITE HANGING HEART T-LIGHT HOLDER",3,2010-08-26,2.95,"14085","United Kingdom",8.85,5545,"Aug",34,2010,26,"Thursday"
"9514",9514,503969,"85099F","JUMBO BAG STRAWBERRY",100,2010-04-08,1.65,"15311","United Kingdom",165,5685,"Apr",14,2010,8,"Thursday"
"9515",9515,571328,"35819P","ACRYLIC HANGING JEWEL,PINK",12,2011-10-17,0.38,"12473","Germany",4.56,5128,"Oct",42,2011,17,"Monday"
"9516",9516,549953,"21155","RED RETROSPOT PEG BAG",6,2011-04-13,2.55,"12766","Portugal",15.3,5315,"Apr",15,2011,13,"Wednesday"
"9517",9517,541835,"22766","PHOTO FRAME CORNICE",4,2011-01-23,2.95,"17243","United Kingdom",11.8,5395,"Jan",4,2011,23,"Sunday"
"9518",9518,529994,"21624","VINTAGE UNION JACK DOORSTOP",1,2010-10-31,5.95,"16984","United Kingdom",5.95,5479,"Oct",44,2010,31,"Sunday"
"9519",9519,532750,"22297","HEART IVORY TRELLIS SMALL",24,2010-11-14,1.25,"16416","United Kingdom",30,5465,"Nov",46,2010,14,"Sunday"
"9520",9520,542627,"82484","WOOD BLACK BOARD ANT WHITE FINISH",12,2011-01-31,5.55,"14426","United Kingdom",66.6,5387,"Jan",5,2011,31,"Monday"
"9521",9521,541842,"22961","JAM MAKING SET PRINTED",4,2011-01-23,1.45,"16085","United Kingdom",5.8,5395,"Jan",4,2011,23,"Sunday"
"9522",9522,515406,"21231","SWEETHEART CERAMIC TRINKET BOX",6,2010-07-12,1.25,"14159","United Kingdom",7.5,5590,"Jul",28,2010,12,"Monday"
"9523",9523,541524,"22433","WATERING CAN GREEN DINOSAUR",6,2011-01-19,1.95,"17091","United Kingdom",11.7,5399,"Jan",3,2011,19,"Wednesday"
"9524",9524,528601,"21908","CHOCOLATE THIS WAY METAL SIGN",12,2010-10-22,2.1,"14870","United Kingdom",25.2,5488,"Oct",43,2010,22,"Friday"
"9525",9525,510180,"21500","PINK SPOTS  WRAP",25,2010-05-27,0.42,"17238","United Kingdom",10.5,5636,"May",21,2010,27,"Thursday"
"9526",9526,540354,"21137","BLACK RECORD COVER FRAME",48,2011-01-06,3.39,"13576","United Kingdom",162.72,5412,"Jan",1,2011,6,"Thursday"
"9527",9527,540816,"22907","PACK OF 20 NAPKINS PANTRY DESIGN",3,2011-01-11,0.85,"15518","United Kingdom",2.55,5407,"Jan",2,2011,11,"Tuesday"
"9528",9528,525856,"22594","CHRISTMAS GINGHAM TREE",4,2010-10-07,0.85,"13569","United Kingdom",3.4,5503,"Oct",40,2010,7,"Thursday"
"9529",9529,576665,"21733","RED HANGING HEART T-LIGHT HOLDER",4,2011-11-16,2.95,"17841","United Kingdom",11.8,5098,"Nov",46,2011,16,"Wednesday"
"9530",9530,494451,"84991","60 TEATIME FAIRY CAKE CASES",1,2010-01-14,0.55,"14527","United Kingdom",0.55,5769,"Jan",2,2010,14,"Thursday"
"9531",9531,512539,"22385","JUMBO BAG SPACEBOY DESIGN",1,2010-06-16,1.95,"13567","United Kingdom",1.95,5616,"Jun",24,2010,16,"Wednesday"
"9532",9532,568591,"22578","WOODEN STAR CHRISTMAS SCANDINAVIAN",24,2011-09-28,0.29,"17088","United Kingdom",6.96,5147,"Sep",39,2011,28,"Wednesday"
"9533",9533,554543,"47566B","TEA TIME PARTY BUNTING",4,2011-05-25,4.95,"16091","United Kingdom",19.8,5273,"May",21,2011,25,"Wednesday"
"9534",9534,544064,"22913","RED COAT RACK PARIS FASHION",1,2011-02-15,4.95,"17114","United Kingdom",4.95,5372,"Feb",7,2011,15,"Tuesday"
"9535",9535,555979,"84029G","KNITTED UNION FLAG HOT WATER BOTTLE",1,2011-06-08,3.75,"15039","United Kingdom",3.75,5259,"Jun",23,2011,8,"Wednesday"
"9536",9536,513791,"22570","FELTCRAFT CUSHION RABBIT",1,2010-06-28,3.75,"18036","United Kingdom",3.75,5604,"Jun",26,2010,28,"Monday"
"9537",9537,569469,"23327","HANGING CLEAR MINI BOTTLE",6,2011-10-04,0.63,"16360","United Kingdom",3.78,5141,"Oct",40,2011,4,"Tuesday"
"9538",9538,531826,"22294","HEART FILIGREE DOVE  SMALL",24,2010-11-09,1.25,"13721","United Kingdom",30,5470,"Nov",45,2010,9,"Tuesday"
"9539",9539,529323,"22771","CLEAR DRAWER KNOB ACRYLIC EDWARDIAN",12,2010-10-27,1.25,"16713","United Kingdom",15,5483,"Oct",43,2010,27,"Wednesday"
"9540",9540,534184,"20719","WOODLAND CHARLOTTE BAG",20,2010-11-21,0.85,"12705","Germany",17,5458,"Nov",47,2010,21,"Sunday"
"9541",9541,498724,"21212","PACK OF 72 RETRO SPOT CAKE CASES",120,2010-02-22,0.42,"13340","United Kingdom",50.4,5730,"Feb",8,2010,22,"Monday"
"9542",9542,573889,"22356","CHARLOTTE BAG PINK POLKADOT",10,2011-11-01,0.85,"13571","United Kingdom",8.5,5113,"Nov",44,2011,1,"Tuesday"
"9543",9543,574170,"21703","BAG 125g SWIRLY MARBLES",5,2011-11-03,0.42,"16221","United Kingdom",2.1,5111,"Nov",44,2011,3,"Thursday"
"9544",9544,499973,"22060","LARGE CAKE STAND HANGING HEARTS",1,2010-03-03,9.95,"13595","United Kingdom",9.95,5721,"Mar",9,2010,3,"Wednesday"
"9545",9545,564346,"22732","3D VINTAGE CHRISTMAS STICKERS",18,2011-08-24,1.25,"15727","United Kingdom",22.5,5182,"Aug",34,2011,24,"Wednesday"
"9546",9546,511051,"20979","36 PENCILS TUBE RED SPOTTY",3,2010-06-06,1.25,"12911","United Kingdom",3.75,5626,"Jun",23,2010,6,"Sunday"
"9547",9547,578512,"23080","RED METAL BOX TOP SECRET",12,2011-11-24,8.25,"15187","United Kingdom",99,5090,"Nov",47,2011,24,"Thursday"
"9548",9548,556732,"22386","JUMBO BAG PINK POLKADOT",10,2011-06-14,2.08,"15039","United Kingdom",20.8,5253,"Jun",24,2011,14,"Tuesday"
"9549",9549,526204,"21790","VINTAGE SNAP CARDS",5,2010-10-10,0.85,"14040","United Kingdom",4.25,5500,"Oct",41,2010,10,"Sunday"
"9550",9550,511065,"21749","LARGE RED RETROSPOT WINDMILL",1,2010-06-06,2.1,"17954","United Kingdom",2.1,5626,"Jun",23,2010,6,"Sunday"
"9551",9551,575747,"22645","CERAMIC HEART FAIRY CAKE MONEY BANK",12,2011-11-11,1.45,"12589","France",17.4,5103,"Nov",45,2011,11,"Friday"
"9552",9552,533483,"22065","CHRISTMAS PUDDING TRINKET POT",12,2010-11-17,1.45,"15498","United Kingdom",17.4,5462,"Nov",46,2010,17,"Wednesday"
"9553",9553,515334,"21156","RED SPOTTY CHILDS APRON",50,2010-07-11,1.65,"15523","United Kingdom",82.5,5591,"Jul",28,2010,11,"Sunday"
"9554",9554,544700,"21791","VINTAGE HEADS AND TAILS CARD GAME",24,2011-02-23,1.25,"18041","United Kingdom",30,5364,"Feb",8,2011,23,"Wednesday"
"9555",9555,513267,"15036","ASSORTED COLOURS SILK FAN",24,2010-06-23,0.75,"17382","United Kingdom",18,5609,"Jun",25,2010,23,"Wednesday"
"9556",9556,502591,"85047","WHITE BEADED GARLAND STRING 20LIGHT",1,2010-03-25,6.35,"17841","United Kingdom",6.35,5699,"Mar",12,2010,25,"Thursday"
"9557",9557,538863,"21907","I'M ON HOLIDAY METAL SIGN",2,2010-12-14,2.1,"16919","United Kingdom",4.2,5435,"Dec",50,2010,14,"Tuesday"
"9558",9558,554099,"22563","HAPPY STENCIL CRAFT",12,2011-05-22,1.25,"16341","United Kingdom",15,5276,"May",21,2011,22,"Sunday"
"9559",9559,524842,"22596","CHRISTMAS STAR WISH LIST CHALKBOARD",12,2010-09-30,0.85,"12951","United Kingdom",10.2,5510,"Sep",39,2010,30,"Thursday"
"9560",9560,550408,"20727","LUNCH BAG  BLACK SKULL.",10,2011-04-18,1.65,"16746","United Kingdom",16.5,5310,"Apr",16,2011,18,"Monday"
"9561",9561,492539,"85036B","CHOCOLATE 1 WICK MORRIS BOX CANDLE",2,2009-12-17,4.25,"16908","United Kingdom",8.5,5797,"Dec",51,2009,17,"Thursday"
"9562",9562,558679,"22383","LUNCH BAG SUKI DESIGN",3,2011-07-01,1.65,"17800","United Kingdom",4.95,5236,"Jul",26,2011,1,"Friday"
"9563",9563,577411,"22554","PLASTERS IN TIN WOODLAND ANIMALS",2,2011-11-20,1.65,"17387","United Kingdom",3.3,5094,"Nov",47,2011,20,"Sunday"
"9564",9564,572103,"23085","ANTIQUE SILVER BAUBLE LAMP",1,2011-10-20,10.4,"17571","United Kingdom",10.4,5125,"Oct",42,2011,20,"Thursday"
"9565",9565,518555,"21907","I'M ON HOLIDAY METAL SIGN",12,2010-08-10,2.1,"14022","United Kingdom",25.2,5561,"Aug",32,2010,10,"Tuesday"
"9566",9566,559135,"20677","PINK POLKADOT BOWL",8,2011-07-06,1.25,"12455","Spain",10,5231,"Jul",27,2011,6,"Wednesday"
"9567",9567,528676,"21804","WHITE CHRISTMAS GARLAND STARS TREES",6,2010-10-24,3.75,"14211","United Kingdom",22.5,5486,"Oct",43,2010,24,"Sunday"
"9568",9568,577174,"72800E","4 IVORY DINNER CANDLES SILVER FLOCK",2,2011-11-18,2.55,"17841","United Kingdom",5.1,5096,"Nov",46,2011,18,"Friday"
"9569",9569,519228,"22434","BALLOON PUMP WITH 10 BALLOONS",16,2010-08-15,1.95,"12583","France",31.2,5556,"Aug",33,2010,15,"Sunday"
"9570",9570,514465,"37448","CERAMIC CAKE DESIGN SPOTTED MUG",4,2010-07-02,1.49,"13113","United Kingdom",5.96,5600,"Jul",27,2010,2,"Friday"
"9571",9571,496945,"21500","PINK SPOTS  WRAP",200,2010-02-04,0.34,"15061","United Kingdom",68,5748,"Feb",5,2010,4,"Thursday"
"9572",9572,511307,"22544","MINI JIGSAW SPACEBOY",10,2010-06-07,0.42,"13983","United Kingdom",4.2,5625,"Jun",23,2010,7,"Monday"
"9573",9573,571708,"22492","MINI PAINT SET VINTAGE",36,2011-10-18,0.65,"12955","United Kingdom",23.4,5127,"Oct",42,2011,18,"Tuesday"
"9574",9574,556462,"22720","SET OF 3 CAKE TINS PANTRY DESIGN",4,2011-06-12,4.95,"14450","United Kingdom",19.8,5255,"Jun",24,2011,12,"Sunday"
"9575",9575,525437,"17165D","ASS COL LARGE SAND FROG P'WEIGHT",10,2010-10-05,1.05,"14663","United Kingdom",10.5,5505,"Oct",40,2010,5,"Tuesday"
"9576",9576,562607,"23173","REGENCY TEAPOT ROSES",2,2011-08-08,9.95,"12885","United Kingdom",19.9,5198,"Aug",32,2011,8,"Monday"
"9577",9577,565850,"23068","ALUMINIUM STAMPED HEART",4,2011-09-07,2.49,"14530","United Kingdom",9.96,5168,"Sep",36,2011,7,"Wednesday"
"9578",9578,549720,"22204","MILK PAN BLUE POLKADOT",1,2011-04-11,3.75,"14606","United Kingdom",3.75,5317,"Apr",15,2011,11,"Monday"
"9579",9579,548614,"22241","GARLAND WOODEN HAPPY EASTER",3,2011-04-01,1.25,"14419","United Kingdom",3.75,5327,"Apr",13,2011,1,"Friday"
"9580",9580,572066,"21808","CHRISTMAS GARLAND STARS,TREES",12,2011-10-20,3.75,"15159","United Kingdom",45,5125,"Oct",42,2011,20,"Thursday"
"9581",9581,563569,"22699","ROSES REGENCY TEACUP AND SAUCER",6,2011-08-17,2.95,"18257","United Kingdom",17.7,5189,"Aug",33,2011,17,"Wednesday"
"9582",9582,533134,"22909","SET OF 20 VINTAGE CHRISTMAS NAPKINS",12,2010-11-16,0.85,"16717","United Kingdom",10.2,5463,"Nov",46,2010,16,"Tuesday"
"9583",9583,545152,"22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,2011-02-28,3.95,"15227","United Kingdom",15.8,5359,"Feb",9,2011,28,"Monday"
"9584",9584,565763,"21888","BINGO SET",36,2011-09-06,3.39,"14739","United Kingdom",122.04,5169,"Sep",36,2011,6,"Tuesday"
"9585",9585,521352,"22358","KINGS CHOICE TEA CADDY",6,2010-09-03,2.95,"17428","United Kingdom",17.7,5537,"Sep",36,2010,3,"Friday"
"9586",9586,573264,"20727","LUNCH BAG  BLACK SKULL.",4,2011-10-28,1.65,"14415","United Kingdom",6.6,5117,"Oct",43,2011,28,"Friday"
"9587",9587,561025,"22093","MOTORING TISSUE BOX",1,2011-07-24,0.39,"16241","United Kingdom",0.39,5213,"Jul",30,2011,24,"Sunday"
"9588",9588,509155,"22033","BOTANICAL ROSE GREETING CARD",12,2010-05-20,0.42,"17758","United Kingdom",5.04,5643,"May",20,2010,20,"Thursday"
"9589",9589,538665,"20802","SMALL GLASS SUNDAE DISH CLEAR",6,2010-12-13,1.65,"17576","United Kingdom",9.9,5436,"Dec",50,2010,13,"Monday"
"9590",9590,552950,"22770","MIRROR CORNICE",1,2011-05-12,14.95,"16116","United Kingdom",14.95,5286,"May",19,2011,12,"Thursday"
"9591",9591,510733,"48185","DOOR MAT FAIRY CAKE",4,2010-06-03,7.49,"15502","United Kingdom",29.96,5629,"Jun",22,2010,3,"Thursday"
"9592",9592,573340,"23366","SET 12 COLOURING PENCILS DOILY",4,2011-10-30,0.65,"14159","United Kingdom",2.6,5115,"Oct",44,2011,30,"Sunday"
"9593",9593,494666,"82494L","WOODEN FRAME ANTIQUE WHITE",2,2010-01-17,2.95,"13869","United Kingdom",5.9,5766,"Jan",3,2010,17,"Sunday"
"9594",9594,563909,"84970L","SINGLE HEART ZINC T-LIGHT HOLDER",12,2011-08-21,0.95,"15701","United Kingdom",11.4,5185,"Aug",34,2011,21,"Sunday"
"9595",9595,534407,"84032B","CHARLIE + LOLA RED HOT WATER BOTTLE",2,2010-11-22,2.95,"16011","United Kingdom",5.9,5457,"Nov",47,2010,22,"Monday"
"9596",9596,570272,"22732","3D VINTAGE CHRISTMAS STICKERS",18,2011-10-10,1.25,"14297","United Kingdom",22.5,5135,"Oct",41,2011,10,"Monday"
"9597",9597,498704,"21286","RETRO SPOT CANDLE  LARGE",2,2010-02-22,2.55,"17841","United Kingdom",5.1,5730,"Feb",8,2010,22,"Monday"
"9598",9598,527719,"22064","PINK DOUGHNUT TRINKET POT",2,2010-10-18,1.65,"17143","United Kingdom",3.3,5492,"Oct",42,2010,18,"Monday"
"9599",9599,521949,"22184","CAKE STAND VICTORIAN FILIGREE LARGE",2,2010-09-09,8.5,"15150","United Kingdom",17,5531,"Sep",36,2010,9,"Thursday"
"9600",9600,529228,"22296","HEART IVORY TRELLIS LARGE",12,2010-10-27,1.65,"14530","United Kingdom",19.8,5483,"Oct",43,2010,27,"Wednesday"
"9601",9601,525422,"47579","TEA TIME BREAKFAST BASKET",11,2010-10-05,2.1,"16065","United Kingdom",23.1,5505,"Oct",40,2010,5,"Tuesday"
"9602",9602,580696,"22197","POPCORN HOLDER",40,2011-12-05,0.85,"17757","United Kingdom",34,5079,"Dec",49,2011,5,"Monday"
"9603",9603,536629,"22633","HAND WARMER UNION JACK",6,2010-12-02,1.85,"17850","United Kingdom",11.1,5447,"Dec",48,2010,2,"Thursday"
"9604",9604,498397,"84706D","CHERRY BLOSSOM TABLE CLOCK",24,2010-02-18,1.95,"17721","United Kingdom",46.8,5734,"Feb",7,2010,18,"Thursday"
"9605",9605,581481,"22513","DOORSTOP FOOTBALL DESIGN",8,2011-12-09,0.79,"17490","United Kingdom",6.32,5075,"Dec",49,2011,9,"Friday"
"9606",9606,498019,"21506","FANCY FONT BIRTHDAY CARD,",24,2010-02-15,0.42,"13089","United Kingdom",10.08,5737,"Feb",7,2010,15,"Monday"
"9607",9607,577550,"23013","GLASS APOTHECARY BOTTLE TONIC",4,2011-11-20,3.95,"17738","United Kingdom",15.8,5094,"Nov",47,2011,20,"Sunday"
"9608",9608,552726,"21907","I'M ON HOLIDAY METAL SIGN",12,2011-05-11,2.1,"14920","United Kingdom",25.2,5287,"May",19,2011,11,"Wednesday"
"9609",9609,527243,"22560","TRADITIONAL MODELLING CLAY",24,2010-10-15,1.25,"17536","United Kingdom",30,5495,"Oct",42,2010,15,"Friday"
"9610",9610,503060,"22456","NATURAL SLATE CHALKBOARD LARGE",4,2010-03-29,4.95,"13412","United Kingdom",19.8,5695,"Mar",13,2010,29,"Monday"
"9611",9611,575491,"85185B","PINK HORSE SOCK PUPPET KIT",2,2011-11-09,2.95,"15531","United Kingdom",5.9,5105,"Nov",45,2011,9,"Wednesday"
"9612",9612,515905,"72038P","PRICE'S CANDLE PEACH",50,2010-07-15,0.21,"17783","United Kingdom",10.5,5587,"Jul",28,2010,15,"Thursday"
"9613",9613,502798,"20980","36 PENCILS TUBE POSY",16,2010-03-26,1.25,"15552","United Kingdom",20,5698,"Mar",13,2010,26,"Friday"
"9614",9614,568185,"85071A","BLUE CHARLIE+LOLA PERSONAL DOORSIGN",1,2011-09-25,0.39,"16594","United Kingdom",0.39,5150,"Sep",39,2011,25,"Sunday"
"9615",9615,576779,"22142","CHRISTMAS CRAFT WHITE FAIRY",2,2011-11-16,1.45,"14554","United Kingdom",2.9,5098,"Nov",46,2011,16,"Wednesday"
"9616",9616,507210,"90167","BEADED LOVE HEART JEWELLERY SET",24,2010-05-06,0.85,"14156","EIRE",20.4,5657,"May",18,2010,6,"Thursday"
"9617",9617,519177,"85130A","BEADED PEARL HEART WHITE LARGE",18,2010-08-13,1.65,"17589","United Kingdom",29.7,5558,"Aug",33,2010,13,"Friday"
"9618",9618,524967,"22423","REGENCY CAKESTAND 3 TIER",6,2010-10-01,12.75,"16570","United Kingdom",76.5,5509,"Oct",40,2010,1,"Friday"
"9619",9619,535319,"22491","PACK OF 12 COLOURED PENCILS",24,2010-11-25,0.85,"13458","United Kingdom",20.4,5454,"Nov",47,2010,25,"Thursday"
"9620",9620,514500,"48184","DOORMAT ENGLISH ROSE",1,2010-07-04,7.49,"13542","United Kingdom",7.49,5598,"Jul",27,2010,4,"Sunday"
"9621",9621,580555,"23272","TREE T-LIGHT HOLDER WILLIE WINKIE",12,2011-12-05,1.65,"14911","EIRE",19.8,5079,"Dec",49,2011,5,"Monday"
